wiki-0.4-iteration,wiki-0.4-time_cost,wiki-0.4-price_cost,wiki-0.4-overhead
0,0.00024856,0.00532,
1,0.000150048,0.004060352,9.380199999999999
2,0.000127232,0.00386056,4.466600000000001
3,0.00012129600000000001,0.0038041439999999998,4.670999999999999
4,0.000117104,0.0037603520000000002,3.8052
5,0.00011518399999999999,0.0037540319999999996,5.2232
6,0.000123744,0.0037384479999999997,5.9352
7,0.000126656,0.0037494559999999995,5.7618
8,0.000131984,0.0037551839999999995,5.8242
9,0.000135136,0.003717888,5.992400000000001
10,0.000136112,0.0037571519999999997,5.0932
