Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00012056,0.00412976,686.603
2,0.00011688,0.00387384,505.219
3,0.00011496,0.0038908,326.143
4,0.00011432,0.0039472,105.257
5,0.00011288,0.00390184,460.272
6,0.00011752,0.00398768,307.009
7,0.00011712,0.003854,371.671
8,0.00011696,0.0038884,264.046
9,0.00011752,0.00394752,62.127
10,0.00011784,0.00378224,245.731
