Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00022192,0.00529416,118.981
2,0.00022184,0.00448752,139.105
3,0.00020032,0.00435528,109.037
4,0.00018912,0.00417144,83.963
5,0.00017392,0.00398656,69.156
6,0.00017632,0.00403816,30.394
7,0.00017832,0.00407,36.595
8,0.00018872,0.00407672,50.492
9,0.00018952,0.00437712,63.924
10,0.0001784,0.00411896,118.376
