Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.0001356,0.00469608,1032.44
2,0.00012464,0.00466904,536.667
3,0.00011152,0.004208,442.753
4,0.0001004,0.00377088,648.528
5,9.824e-05,0.00408232,350.446
6,0.00011408,0.00449576,263.132
7,0.00010088,0.00423848,269.755
8,0.00011152,0.00452672,95.358
9,0.00011728,0.00352752,99.918
10,0.0001236,0.00335904,22.337
