Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00012088,0.00406752,945.859
2,0.00010888,0.0037548,356.513
3,0.00010568,0.00374408,406.979
4,0.0001012,0.00354128,255.115
5,9.64e-05,0.00351984,331.146
6,0.0001124,0.00372008,335.855
7,0.0001208,0.00378776,298.648
8,0.00012192,0.0038176,236.955
9,0.00012336,0.00381648,200.335
10,0.00012624,0.00382832,142.566
