Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00015664,0.00396416,9.073
2,0.0001216,0.00376256,4.888
3,0.00012112,0.0039764,4.234
4,0.00012376,0.00381632,6.808
5,0.00013256,0.0038252,4.538
6,0.00013432,0.00382952,4.193
7,0.00012952,0.00374736,7.113
8,0.0001364,0.00378752,3.952
9,0.00013496,0.003748,6.546
10,0.00013552,0.00374576,5.24
