Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00020928,0.00395408,6.782
2,0.00014832,0.0035124,3.82
3,0.00011848,0.00360256,4.335
4,0.00011816,0.00357128,4.88
5,0.00012008,0.00356728,2.898
6,0.00012176,0.00355624,4.937
7,0.00012464,0.00366256,3.736
8,0.00012304,0.00362488,4.374
9,0.0001252,0.00369896,3.866
10,0.00012528,0.0037228,4.892
