Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00012456,0.00411688,11.401
2,0.00011776,0.00374688,4.941
3,0.00011608,0.00378256,5.795
4,0.00011304,0.00374472,3.01
5,0.00011256,0.00368512,2.858
6,0.00012056,0.00370816,5.885
7,0.00012768,0.0037856,5.471
8,0.00013216,0.00382496,6.282
9,0.00013912,0.00372912,8.554
10,0.00014336,0.00375968,6.047
