Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00013472,0.00461024,19.931
2,0.00012184,0.00451616,11.612
3,0.0001096,0.00424112,9.779
4,0.00010016,0.003934,10.99
5,8.584e-05,0.00376712,8.886
6,8.776e-05,0.00393408,10.17
7,0.00010192,0.0040968,10.903
8,0.00012,0.00388792,16.502
9,0.00012248,0.0044552,10.602
10,0.00010784,0.00435592,17.542
