Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00011824,0.00393848,16.282
2,0.00010744,0.00370384,6.851
3,0.0001048,0.00372,7.835
4,0.00010184,0.0036112,4.883
5,0.00010168,0.0036244,6.672
6,0.0001088,0.00366648,8.121
7,0.00011392,0.0037092,8.429
8,0.00011776,0.00370816,8.455
9,0.00012312,0.00370616,8.277
10,0.00012816,0.00375256,7.992
