Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.000188,0.00461096,4.222
2,0.00016664,0.0039796,4.044
3,0.00013736,0.00378336,2.746
4,0.00012896,0.00368208,2.099
5,0.00012552,0.00361376,3.161
6,0.0001344,0.00369824,2.604
7,0.00013936,0.00368992,2.518
8,0.00014056,0.0036448,4.373
9,0.00014536,0.0038336,1.825
10,0.00014272,0.00377088,3.494
