Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00024272,0.00444136,2.334
2,0.00022456,0.0040688,2.65
3,0.0002248,0.00406224,0.976
4,0.00021728,0.00416992,1.735
5,0.0002092,0.00389656,2.034
6,0.0002116,0.00402256,1.018
7,0.00019552,0.00392784,2.06
8,0.00019712,0.00394864,1.364
9,0.00018624,0.0038984,1.976
10,0.00018408,0.00387128,1.38
