Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00012112,0.00414656,17.279
2,0.00010992,0.00372648,8.046
3,0.00010592,0.00368328,9.373
4,0.00010096,0.003544,6.009
5,0.0001004,0.00357776,7.409
6,0.00011376,0.00374744,8.458
7,0.0001204,0.00379568,9.032
8,0.0001228,0.00379272,8.731
9,0.00012648,0.00382184,8.689
10,0.0001292,0.00382736,8.386
