Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00012352,0.00388528,13.927
2,0.00011872,0.0038644,8.451
3,0.00011536,0.00373808,10.439
4,0.0001184,0.00374112,7.318
5,0.0001112,0.00374104,9.334
6,0.00011192,0.00387064,7.728
7,0.00013256,0.00370632,9.22
8,0.00013696,0.00373256,7.325
9,0.00013104,0.00368592,10.182
10,0.00013232,0.00377856,7.846
