Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00014536,0.0039064,572.501
2,0.00011192,0.00382856,307.12
3,0.00011056,0.0038336,374.931
4,0.00011208,0.00387504,246.663
5,0.00011048,0.00378304,174.014
6,0.00011496,0.00381688,277.354
7,0.0001168,0.00379376,237.647
8,0.00012208,0.00380456,223.172
9,0.00012368,0.00368256,288.936
10,0.00013304,0.0037596,190.669
