Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00011984,0.00408632,727.517
2,0.00011688,0.00402056,337.296
3,0.00011088,0.0037976,208.211
4,0.00010936,0.00379608,282.657
5,0.00010816,0.00379304,137.637
6,0.00011432,0.00381744,248.817
7,0.00011776,0.00383328,256.784
8,0.00012296,0.00383704,218.86
9,0.00012744,0.00385032,223.311
10,0.00012632,0.0037232,255.034
