Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00014096,0.00420464,619.828
2,0.00012288,0.00396832,261.807
3,0.00011888,0.00392288,245.384
4,0.00011408,0.00396264,287.759
5,0.00011592,0.00387792,330.98
6,0.00012296,0.00385808,254.108
7,0.00012632,0.00384264,261.436
8,0.00012912,0.00386424,203.394
9,0.00012544,0.00379136,245.211
10,0.00012824,0.00382136,210.536
