Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00023208,0.00464272,2.429
2,0.00021704,0.00409768,2.23
3,0.00020192,0.00393656,2.025
4,0.00019504,0.00385832,0.995
5,0.0001812,0.00377008,1.419
6,0.00018256,0.00379144,1.117
7,0.00018832,0.00385128,0.955
8,0.00018824,0.00383152,1.993
9,0.00019104,0.00385976,0.659
10,0.00019224,0.00385992,0.912
