Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00018536,0.00417896,11.674
2,0.00016624,0.0039972,7.544
3,0.00011912,0.00381184,8.152
4,0.00011904,0.00370968,4.233
5,0.00011464,0.00370096,8.047
6,0.00011688,0.00391384,6.163
7,0.00011664,0.00379456,7.471
8,0.00012464,0.00383048,6.681
9,0.0001256,0.0037536,8.469
10,0.00012952,0.0037628,5.948
