Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00014368,0.00475072,19.387
2,0.00012472,0.00440832,12.892
3,9.184e-05,0.00402064,10.323
4,9.064e-05,0.0039204,10.548
5,8.48e-05,0.00378448,8.838
6,9.544e-05,0.00371504,15.501
7,0.00010432,0.00408344,10.756
8,9.16e-05,0.00410056,16.746
9,9.424e-05,0.00439816,10.926
10,0.00010088,0.00368896,16.524
