Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00012224,0.00415128,17.997
2,0.00010936,0.00376936,7.908
3,0.0001044,0.00375696,8.492
4,0.00010024,0.00356384,5.907
5,9.928e-05,0.003588,7.885
6,0.00010736,0.003726,9.268
7,0.00011512,0.00381928,8.861
8,0.00011928,0.00389056,9.054
9,0.00012104,0.00381504,8.553
10,0.00012592,0.00383832,8.824
