Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.0001984,0.00417584,9.219
2,0.00016232,0.00422192,5.204
3,0.00013344,0.00375704,5.448
4,0.00012128,0.00376528,3.362
5,0.00011736,0.00373592,4.791
6,0.00012336,0.00383176,3.756
7,0.00013088,0.0038028,4.814
8,0.00013168,0.00378344,3.658
9,0.0001304,0.00372592,4.652
10,0.0001288,0.00388624,3.149
