Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00011832,0.00395104,16.229
2,0.00011264,0.00392072,5.836
3,0.00010648,0.0037448,5.983
4,0.00010504,0.00376456,7.634
5,0.0001024,0.00365456,5.183
6,0.00010912,0.00377832,8.431
7,0.00011088,0.00377224,8.555
8,0.00011592,0.00380816,8.748
9,0.00011848,0.0037812,8.578
10,0.000122,0.00382376,8.034
