Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00013144,0.00428648,19.02
2,0.0001208,0.00397128,10.331
3,0.000108,0.00376064,8.789
4,9.792e-05,0.0036956,9.006
5,9.24e-05,0.0035724,6.452
6,0.00010264,0.00388968,9.889
7,0.00011232,0.00402456,9.781
8,0.00011664,0.00406464,9.415
9,0.00012208,0.00419752,9.443
10,0.00011912,0.00376248,14.081
