Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00012472,0.00383688,12.796
2,0.00011392,0.00374824,4.983
3,0.00011192,0.003752,7.074
4,0.00011064,0.00373192,3.462
5,0.00010904,0.0037,3.222
6,0.00011616,0.00376048,7.739
7,0.00011784,0.00362816,9.669
8,0.00012216,0.00379432,7.452
9,0.00012376,0.00380912,6.978
10,0.00015232,0.0036868,10.766
