Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00020296,0.00432152,4.705
2,0.00017992,0.0039656,3.626
3,0.00014832,0.00388944,2.953
4,0.00013184,0.00385416,1.667
5,0.0001216,0.00376192,3.962
6,0.0001496,0.00382816,2.361
7,0.0001556,0.00400344,2.601
8,0.0001508,0.00383816,3.629
9,0.00015304,0.00383072,2.895
10,0.00015008,0.003778,3.594
