Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00012936,0.0043532,17.399
2,0.00012216,0.0040248,7.072
3,0.00011816,0.00417648,8.98
4,0.00010904,0.00373472,12.701
5,0.00010728,0.00380552,9.171
6,0.00012088,0.00387928,9.096
7,0.00013024,0.00389144,13.066
8,0.00013088,0.00430568,9.525
9,0.00012816,0.00405328,13.161
10,0.00012544,0.0042992,9.508
