Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00021096,0.00476792,6.555
2,0.00019944,0.0049864,4.398
3,0.00019792,0.0046868,5.316
4,0.00019624,0.0047532,3.99
5,0.00019608,0.00466752,5.169
6,0.00019712,0.00499288,5.21
7,0.00019648,0.00465288,5.238
8,0.00019776,0.00470728,4.927
9,0.00019704,0.00459408,5.048
10,0.00019912,0.00460112,5.453
