Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00024648,0.005306,0.231
2,0.00010016,0.00351864,20.165
3,9.04e-05,0.00341456,7.836
4,8.328e-05,0.003412,8.84
5,8.096e-05,0.00328064,10.874
6,9.952e-05,0.0032248,11.142
7,0.000106,0.00327424,10.626
8,0.00010264,0.00327,14.245
9,0.0001212,0.00402216,10.901
10,0.00013136,0.00425464,10.361
