Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00017032,0.00456416,11.371
2,0.000158,0.0046112,5.577
3,0.00015704,0.0043684,8.642
4,0.00015528,0.00461152,4.521
5,0.00015624,0.004382,8.252
6,0.00016104,0.00436816,7.663
7,0.00015896,0.00428752,7.703
8,0.00015944,0.00425264,7.492
9,0.000158,0.00419824,7.503
10,0.00015976,0.00418552,7.361
