Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00014752,0.00490368,20.121
2,0.00013352,0.0045824,12.373
3,9.944e-05,0.00418664,10.771
4,9.616e-05,0.00410256,10.856
5,8.464e-05,0.00398072,8.884
6,0.00010544,0.00357432,15.7
7,0.00012064,0.00350808,10.198
8,0.00012712,0.00357608,16.051
9,0.00012624,0.00431584,10.454
10,0.00010064,0.00346608,16.004
