Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.0001896,0.00471344,9.879
2,0.0001796,0.00485464,4.83
3,0.00017768,0.00460392,6.794
4,0.0001768,0.00482616,4.246
5,0.00017656,0.004568,6.771
6,0.00017872,0.00484544,6.476
7,0.00017872,0.00461272,6.841
8,0.00018056,0.004608,6.533
9,0.000178,0.00452616,6.205
10,0.00017984,0.00448608,6.404
