Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00014616,0.0043244,13.817
2,0.00013024,0.00430368,5.81
3,0.00012712,0.00411,10.005
4,0.00012624,0.00427032,4.531
5,0.00012648,0.00405128,9.771
6,0.00013096,0.00401944,8.415
7,0.00013552,0.00402152,7.923
8,0.0001364,0.00396648,9.351
9,0.00014064,0.00398128,7.364
10,0.00014448,0.00398392,7.93
