Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.0002136,0.00483744,5.03
2,0.00020376,0.00473064,3.467
3,0.0001984,0.00486744,2.487
4,0.00019776,0.00472616,2.607
5,0.00019712,0.0049116,2.451
6,0.0001968,0.00470944,3.374
7,0.00019704,0.00493608,3.95
8,0.00019656,0.00472432,3.439
9,0.0001992,0.00494112,3.599
10,0.0001992,0.00475808,3.598
