Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00021256,0.00487352,4.47
2,0.0002076,0.00477112,1.76
3,0.00020576,0.00472632,1.442
4,0.00020264,0.00471944,1.201
5,0.00020144,0.00468032,1.493
6,0.00020128,0.00464864,1.296
7,0.00020152,0.00468352,1.701
8,0.00019864,0.00462272,1.567
9,0.00019856,0.00463928,1.486
10,0.00019768,0.00462648,1.453
