wiki-0.2-iteration,wiki-0.2-time_cost,wiki-0.2-price_cost,wiki-0.2-overhead
0,0.00024856,0.00532,
1,0.00020888,0.004521552,4.6924
2,0.000166688,0.004061056,3.6554
3,0.000143808,0.003923968000000001,2.4004
4,0.00013488,0.00384968,2.4586
5,0.00012784,0.003837712,1.9262000000000001
6,0.00012928,0.003916608,3.0048000000000004
7,0.000127072,0.003832672,3.028
8,0.000127264,0.0038141599999999996,3.006
9,0.000128896,0.0038070560000000005,2.9819999999999998
10,0.000129424,0.003793311999999999,3.082
