Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00022168,0.00519232,243.887
2,0.00022032,0.00456376,159.873
3,0.00015096,0.00410856,197.896
4,0.00013824,0.00396232,81.288
5,0.00013656,0.00414944,159.521
6,0.00013256,0.00406432,157.114
7,0.00013272,0.00407352,111.787
8,0.00013464,0.00407952,129.965
9,0.00013816,0.00414368,125.721
10,0.00012832,0.00406816,158.914
