Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00012712,0.00427752,1035.04
2,0.0001204,0.00392216,410.707
3,0.00010728,0.00385904,334.292
4,0.00010144,0.00378592,375.579
5,9.496e-05,0.00366136,276.964
6,9.944e-05,0.00385848,344.878
7,0.00010656,0.00398416,311.007
8,0.00011008,0.0040756,240.04
9,0.00011208,0.00413632,177.261
10,0.0001196,0.00418192,97.775
