Iteration,Time_cost,Price_cost,Overhead
0,0.00024856,0.00532,
1,0.00013392,0.00432064,1003.69
2,0.00011688,0.00386736,591.259
3,0.0001084,0.00383208,401.807
4,9.896e-05,0.00353288,285.719
5,9.472e-05,0.00351224,319.186
6,0.0001056,0.00375304,295.55
7,0.00011304,0.00382104,264.634
8,0.00011824,0.00383112,224.196
9,0.00012016,0.00382912,151.546
10,0.00012144,0.00385752,88.562
